trial_type,trial_num,location,verb_0,generalAmount_0,amount_0,verb_1,generalAmount_1,amount_1,object_0,number_0,price_0,objectID_0_0,number_1,price_1,store_0,object_1,objectID_1_0,store_1,workerid
simple,6,kitchen,costs,medium,$40,weighs,high,70 pounds,sink,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,7,living room,costs,medium,$80,weighs,high,40 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,8,basement,costs,medium,$100,NA,NA,NA,drill,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,9,bathroom,costs,medium,$40,NA,NA,NA,curtain,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,10,study,costs,low,$13,NA,NA,NA,notebook,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,11,bathroom,costs,low,$20,NA,NA,NA,towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,12,bedroom,costs,medium,$50,weighs,low,1.5 pounds,pillow,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,13,basement,costs,high,$300,NA,NA,NA,chest,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,14,basement,costs,medium,$70,weighs,low,2 pounds,rug,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,15,study,costs,medium,$70,NA,NA,NA,desk,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,16,bedroom,costs,low,$20,weighs,low,4 pounds,blanket,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,17,basement,costs,low,$13,weighs,high,60 pounds,weight,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,18,living room,costs,medium,$100,weighs,low,3 pounds,vase,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,19,basement,costs,high,$1000,weighs,high,60 pounds,treadmill,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,20,kitchen,costs,medium,$90,NA,NA,NA,mixer,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,21,bathroom,costs,high,$750,weighs,high,40 pounds,bathtub,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,22,study,costs,medium,$70,weighs,low,5 pounds,speaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,23,study,costs,medium,$50,weighs,high,50 pounds,bookshelf,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
simple,24,study,costs,low,$8,weighs,low,3.5 pounds,paperweight,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2134995d69866e19d122c918847344e
complex,25,same,NA,NA,NA,NA,NA,NA,underwear,2,$10,socks,1,$2000,clothing,jacket,NA,NA,d2134995d69866e19d122c918847344e
complex,26,different,NA,NA,NA,NA,NA,NA,"pillow,shirt",3,$100,suitcase,2,$30,department,blender,spatula,outlet,d2134995d69866e19d122c918847344e
complex,27,same,NA,NA,NA,NA,NA,NA,boots,1,$50,NA,1,$30,shoe,NA,pair of sandals,NA,d2134995d69866e19d122c918847344e
complex,28,different,NA,NA,NA,NA,NA,NA,scarf,2,$100,hat,2,$30,department,pajamas,socks,clothing,d2134995d69866e19d122c918847344e
complex,29,same,NA,NA,NA,NA,NA,NA,vase,2,$100,table,1,$10,furniture,lamp,NA,NA,d2134995d69866e19d122c918847344e
complex,30,different,NA,NA,NA,NA,NA,NA,book,2,$30,magazine,2,$200,book,bullets,shotgun,sports,d2134995d69866e19d122c918847344e
simple,1,study,costs,high,$250,weighs,high,70 pounds,Desk,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,2,bedroom,costs,low,$20,weighs,high,65 pounds,Weights,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,3,living room,costs,high,$750,weighs,low,3 pounds,Monitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,4,basement,costs,high,$250,weighs,high,90 pounds,Toolbox,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,5,basement,costs,high,$250,weighs,medium,12 pounds,Stand,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,6,kitchen,costs,high,$750,weighs,low,5 pounds,Blender,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,7,kitchen,costs,high,$750,NA,NA,NA,Dishwasher,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,8,living room,costs,high,$600,weighs,medium,20 pounds,TV,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,9,study,costs,low,$10,weighs,high,40 pounds,Statue,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,10,bathroom,costs,low,$13,weighs,medium,11 pounds,Scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,11,living room,costs,high,$250,NA,NA,NA,Chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,12,basement,costs,low,$5,weighs,medium,15 pounds,Brick,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,13,kitchen,costs,low,$8,weighs,high,60 pounds,Rice,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,14,living room,costs,medium,$60,NA,NA,NA,Game,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,15,bedroom,costs,medium,$100,weighs,medium,16 pounds,TV,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,16,basement,costs,medium,$80,NA,NA,NA,Model,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,17,living room,costs,low,$18,NA,NA,NA,Remote,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,18,basement,costs,low,$5,NA,NA,NA,Toy,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,19,basement,costs,medium,$80,weighs,high,65 pounds,Bench,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,20,living room,costs,medium,$50,weighs,low,3 pounds,Rug,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,21,kitchen,costs,medium,$40,NA,NA,NA,Toaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,22,living room,costs,low,$13,weighs,low,4.5 pounds,Pellets,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,23,study,costs,low,$18,NA,NA,NA,Lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
simple,24,basement,costs,low,$18,weighs,high,85 pounds,Cement,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb50842725e8da92fd5db55081ffc27
complex,25,different,NA,NA,NA,NA,NA,NA,Pants,2,$100,hat,2,$30,Clothing,Hat,socks,Clothing,4cb50842725e8da92fd5db55081ffc27
complex,26,different,NA,NA,NA,NA,NA,NA,"Tie,Socks",3,$100,suitcase,2,$30,Business,Pan,spatula,Cooking,4cb50842725e8da92fd5db55081ffc27
complex,27,same,NA,NA,NA,NA,NA,NA,Hat,2,$30,magazine,2,$200,Gun,Ammo,shotgun,NA,4cb50842725e8da92fd5db55081ffc27
complex,28,same,NA,NA,NA,NA,NA,NA,Magazine,2,$10,socks,1,$2000,Clothing,Suit,NA,NA,4cb50842725e8da92fd5db55081ffc27
complex,29,same,NA,NA,NA,NA,NA,NA,Rum,2,$100,bottle of wine,1,$10,Liqour,Cups,NA,NA,4cb50842725e8da92fd5db55081ffc27
complex,30,same,NA,NA,NA,NA,NA,NA,Pants,1,$50,NA,3,$30,Clothing,"Glasses,Tie",pair of sandals,NA,4cb50842725e8da92fd5db55081ffc27
simple,1,bathroom,costs,high,$1000,weighs,medium,15 pounds,bathtub,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,2,kitchen,costs,low,$3,NA,NA,NA,opener,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,3,kitchen,costs,high,$600,weighs,high,50 pounds,mixer,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,4,basement,costs,high,$1000,NA,NA,NA,waterheater,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,5,bedroom,costs,high,$1000,weighs,medium,16 pounds,nightstand,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,6,living room,costs,high,$1000,weighs,low,4 pounds,console,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,7,study,costs,medium,$60,NA,NA,NA,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,8,living room,costs,low,$8,NA,NA,NA,remote,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,9,bedroom,costs,medium,$40,NA,NA,NA,shirt,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,10,bedroom,costs,low,$5,weighs,medium,12 pounds,weight,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,11,basement,costs,high,$750,weighs,low,4.5 pounds,drill,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,12,living room,costs,medium,$50,weighs,medium,18 pounds,coffeetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,13,bedroom,costs,low,$13,weighs,low,3.5 pounds,alarm,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,14,kitchen,costs,low,$13,weighs,low,4 pounds,skillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,15,bathroom,costs,medium,$50,weighs,low,3 pounds,toiletseat,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,16,kitchen,costs,medium,$60,NA,NA,NA,castiron,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,17,basement,costs,medium,$50,weighs,low,4.5 pounds,wine,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,18,study,costs,low,$13,weighs,high,90 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,19,living room,costs,high,$1000,NA,NA,NA,television,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,20,bathroom,costs,high,$400,weighs,low,5 pounds,mirror,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,21,bathroom,costs,medium,$60,NA,NA,NA,shampoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,22,basement,costs,medium,$40,weighs,high,70 pounds,fooseballtable,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,23,study,costs,low,$20,weighs,medium,10 pounds,laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
simple,24,bedroom,costs,medium,$80,weighs,medium,20 pounds,dresser,NA,NA,NA,NA,NA,NA,NA,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
complex,25,same,NA,NA,NA,NA,NA,NA,sock,1,$50,NA,3,$30,clothing,"tshirts,socks",pair of sandals,NA,7d30c563d3cac62c93159f8df0ad0f99
complex,26,different,NA,NA,NA,NA,NA,NA,gum,2,$30,magazine,2,$200,bookshop,ammunition,shotgun,gunstore,7d30c563d3cac62c93159f8df0ad0f99
complex,27,same,NA,NA,NA,NA,NA,NA,shirt,2,$100,hat,2,$30,clothing,shoes,socks,NA,7d30c563d3cac62c93159f8df0ad0f99
complex,28,same,NA,NA,NA,NA,NA,NA,chair,2,$100,table,1,$10,furniture,pillow,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
complex,29,same,NA,NA,NA,NA,NA,NA,pop,2,$10,socks,1,$20,convenience,scratchers,NA,NA,7d30c563d3cac62c93159f8df0ad0f99
complex,30,different,NA,NA,NA,NA,NA,NA,"carryon,breifcase",3,$100,suitcase,2,$30,luggage,pan,spatula,kitchen,7d30c563d3cac62c93159f8df0ad0f99
simple,1,bedroom,costs,medium,$40,weighs,medium,16 pounds,Television,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,2,bathroom,costs,high,$600,weighs,high,50 pounds,Toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,3,living room,costs,high,$250,NA,NA,NA,Stand,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,4,basement,costs,medium,$70,NA,NA,NA,Floormat,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,5,study,costs,low,$8,weighs,medium,17 pounds,paperweight,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,6,bedroom,costs,medium,$70,weighs,high,70 pounds,Bedframe,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,7,living room,costs,low,$3,weighs,low,4.5 pounds,pillow,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,8,kitchen,costs,medium,$40,weighs,low,3 pounds,Knife,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,9,bedroom,costs,low,$10,NA,NA,NA,blanket,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,10,kitchen,costs,medium,$40,weighs,medium,15 pounds,cuttingboard,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,11,living room,costs,medium,$70,weighs,low,5 pounds,console,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,12,bathroom,costs,high,$500,weighs,low,3 pounds,vase,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,13,living room,costs,medium,$70,weighs,high,50 pounds,ottoman,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,14,basement,costs,low,$8,NA,NA,NA,barbell,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,15,basement,costs,high,$1000,weighs,high,45 pounds,treadmill,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,16,study,costs,medium,$40,weighs,medium,16 pounds,books,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,17,basement,costs,medium,$60,weighs,low,4.5 pounds,battery,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,18,kitchen,costs,high,$250,weighs,low,4.5 pounds,faucet,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,19,bedroom,costs,medium,$100,NA,NA,NA,pillow,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,20,study,costs,medium,$50,NA,NA,NA,tumbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,21,living room,costs,medium,$80,NA,NA,NA,receiver,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,22,bathroom,costs,high,$500,NA,NA,NA,toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,23,basement,costs,high,$600,weighs,low,3 pounds,vase,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
simple,24,basement,costs,low,$5,weighs,high,45 pounds,weights,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
complex,25,same,NA,NA,NA,NA,NA,NA,underwear,2,$10,socks,1,$20,clothing,shirts,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
complex,26,same,NA,NA,NA,NA,NA,NA,shoes,1,$50,NA,3,$30,clothing,"hat,sunblock",pair of sandals,NA,bbfd89f42eb250d60b79c186a4a1be28
complex,27,same,NA,NA,NA,NA,NA,NA,chairs,2,$100,table,1,$10,furniture,mat,NA,NA,bbfd89f42eb250d60b79c186a4a1be28
complex,28,same,NA,NA,NA,NA,NA,NA,shoes,2,$100,hat,2,$30,clothing,shirt,socks,NA,bbfd89f42eb250d60b79c186a4a1be28
complex,29,same,NA,NA,NA,NA,NA,NA,gunpowder,2,$30,magazine,2,$200,gun,ammunition,shotgun,NA,bbfd89f42eb250d60b79c186a4a1be28
complex,30,different,NA,NA,NA,NA,NA,NA,"lock,mask",3,$500,suitcase,2,$30,travel,knife,spatula,cooking,bbfd89f42eb250d60b79c186a4a1be28
simple,1,basement,costs,medium,$70,weighs,high,55 pounds,slegehammer,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,2,basement,costs,medium,$50,weighs,medium,18 pounds,drill,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,3,living room,costs,high,$600,NA,NA,NA,couch,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,4,study,costs,high,$500,NA,NA,NA,computer,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,5,kitchen,costs,high,$1000,weighs,medium,16 pounds,microwave,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,6,living room,costs,low,$5,NA,NA,NA,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,7,basement,costs,high,$300,weighs,medium,20 pounds,chainsaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,8,living room,costs,high,$1000,weighs,medium,13 pounds,laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,9,kitchen,costs,low,$18,NA,NA,NA,towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,10,basement,costs,high,$250,weighs,high,70 pounds,cabinet,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,11,kitchen,costs,high,$750,NA,NA,NA,dishwasher,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,12,bedroom,costs,medium,$90,weighs,medium,18 pounds,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,13,living room,costs,high,$500,weighs,low,2 pounds,phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,14,living room,costs,medium,$50,weighs,medium,11 pounds,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,15,bathroom,costs,medium,$90,weighs,high,90 pounds,cabinet,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,16,living room,costs,low,$3,weighs,medium,13 pounds,jar,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,17,bathroom,costs,low,$8,weighs,medium,10 pounds,towel,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,18,bathroom,costs,low,$5,NA,NA,NA,soap,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,19,bathroom,costs,high,$250,weighs,medium,17 pounds,mirror,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,20,study,costs,low,$8,weighs,medium,15 pounds,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,21,kitchen,costs,low,$8,weighs,low,1.5 pounds,spatula,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,22,basement,costs,high,$1000,NA,NA,NA,aircompressor,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,23,basement,costs,medium,$80,weighs,low,3 pounds,cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
simple,24,bathroom,costs,medium,$90,weighs,low,4.5 pounds,shaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,d902a6260d71448e976d19caaf5fd66c
complex,25,different,NA,NA,NA,NA,NA,NA,"socks,pants",3,$100,suitcase,2,$30,department,bowl,spatula,kitchen,d902a6260d71448e976d19caaf5fd66c
complex,26,same,NA,NA,NA,NA,NA,NA,bullets,2,$30,magazine,2,$200,gun,bullets,shotgun,NA,d902a6260d71448e976d19caaf5fd66c
complex,27,same,NA,NA,NA,NA,NA,NA,belt,2,$10,socks,1,$20,clothing,shoes,NA,NA,d902a6260d71448e976d19caaf5fd66c
complex,28,same,NA,NA,NA,NA,NA,NA,boots,2,$100,hat,2,$30,clothing,belt,socks,NA,d902a6260d71448e976d19caaf5fd66c
complex,29,same,NA,NA,NA,NA,NA,NA,vodka,2,$100,bottle of wine,1,$10,beverage,beer,NA,NA,d902a6260d71448e976d19caaf5fd66c
complex,30,same,NA,NA,NA,NA,NA,NA,sunglasses,1,$50,NA,3,$30,clothing,"lotion,socks",pair of sandals,NA,d902a6260d71448e976d19caaf5fd66c
simple,1,bedroom,costs,low,$18,weighs,medium,12 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,2,study,costs,low,$10,weighs,high,55 pounds,bookcase,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,3,study,costs,low,$20,NA,NA,NA,lamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,4,bathroom,costs,low,$5,weighs,low,4.5 pounds,soap,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,5,bedroom,costs,high,$750,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,6,living room,costs,high,$750,weighs,low,2.5 pounds,laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,7,bedroom,costs,low,$3,weighs,low,3 pounds,book,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,8,bedroom,costs,medium,$100,weighs,medium,20 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,9,kitchen,costs,medium,$40,weighs,low,2.5 pounds,platter,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,10,study,costs,low,$20,weighs,medium,18 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,11,basement,costs,medium,$50,weighs,medium,13 pounds,suitcase,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,12,basement,costs,low,$20,weighs,low,1.5 pounds,doll,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,13,basement,costs,medium,$70,weighs,low,5 pounds,bicycle,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,14,living room,costs,medium,$70,NA,NA,NA,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,15,kitchen,costs,low,$13,weighs,medium,16 pounds,chair,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,16,basement,costs,medium,$90,NA,NA,NA,vacuum,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,17,bathroom,costs,medium,$40,weighs,high,45 pounds,toilet,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,18,bathroom,costs,high,$250,weighs,low,3.5 pounds,mirror,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,19,bedroom,costs,low,$18,NA,NA,NA,pillow,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,20,basement,costs,medium,$70,weighs,high,65 pounds,trunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,21,living room,costs,high,$750,weighs,high,65 pounds,sofa,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,22,study,costs,medium,$60,weighs,medium,13 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,23,kitchen,costs,low,$8,weighs,high,50 pounds,table,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
simple,24,kitchen,costs,high,$750,NA,NA,NA,refrigerator,NA,NA,NA,NA,NA,NA,NA,NA,NA,e174cde5512b549b13b78a7566f3f6bf
complex,25,different,NA,NA,NA,NA,NA,NA,"shoes,shirt",3,$100,suitcase,2,$30,department,pan,spatula,kitchen,e174cde5512b549b13b78a7566f3f6bf
complex,26,different,NA,NA,NA,NA,NA,NA,jacket,2,$100,hat,2,$30,clothing,shoes,socks,shoe,e174cde5512b549b13b78a7566f3f6bf
complex,27,same,NA,NA,NA,NA,NA,NA,beer,2,$100,bottle of wine,1,$10,grocery,cheese,NA,NA,e174cde5512b549b13b78a7566f3f6bf
